id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
29722452	Perch Harlem	14631757	Scott	Manhattan	Harlem	40.83039	-73.94721	Entire home/apt	150	1	5	43612	0.67	1	319
3362302	TRENDY LOWER EAST SIDE STUDIO	16962600	Debris	Manhattan	Lower East Side	40.71866	-73.98592	Entire home/apt	125	7	4	42034	0.07	1	0
27650083	Excellent Brooklyn Private Room	208634617	Anne& Peter	Brooklyn	Bedford-Stuyvesant	40.69197	-73.93872	Private room	55	2	27	43627	2.46	3	351
9831392	Cozy Modern Apartment Above Subway	49453860	Xionghui	Queens	Forest Hills	40.72126	-73.84542	Entire home/apt	123	1	0			1	0
12652765	Private Studio in Herald Square	68729762	Tulika	Manhattan	Midtown	40.7504	-73.98775	Entire home/apt	150	1	2	42504	0.05	1	0
16506579	Interfaith Retreats (Kirtan)	16677326	Alex And Zeena	Manhattan	Chelsea	40.74788	-73.99615	Private room	85	1	108	43631	3.53	12	356
10350120	Nice Suite with Kitchen	53268392	Crystal	Manhattan	Upper West Side	40.80076	-73.96389	Shared room	100	1	0			1	0
34308485	Delightful 3 Bedroom in Central Midtown Location	94111558	Lia And Patrick	Manhattan	Hell's Kitchen	40.76324	-73.98985	Entire home/apt	449	5	5	43643	3.26	1	222
29209379	"Green Rm,4 bdrm House Medical & Professional ONLY"	214611101	Myra	Brooklyn	Kensington	40.638	-73.97652	Private room	50	30	1	43435	0.14	4	130
16363175	PENTHOUSE OASIS IN THE HEART OF CHELSEA /FLATIRON	4366982	Rami	Manhattan	Gramercy	40.73741	-73.99003	Entire home/apt	149	10	9	43513	0.29	1	19
7086539	LARGE APARTMENT near TRAIN!!	24982709	Jermaine Antonio	Brooklyn	Bushwick	40.68774	-73.9155	Entire home/apt	110	29	103	43524	2.16	1	222
22051863	Sunny Apt.  near Columbus circle	44869463	Nardys	Manhattan	Hell's Kitchen	40.7668	-73.98428	Entire home/apt	160	3	0			1	0
18188904	extra large room available	62639334	Melissa	Brooklyn	Crown Heights	40.67763	-73.94755	Private room	60	2	7	43626	0.34	1	0
3010988	Big Private room in Brooklyn Brownstone	13208084	Sheki	Brooklyn	Crown Heights	40.6769	-73.94483	Private room	32	7	3	43266	0.07	3	319
12426957	Room for 2	20069770	Bryant	Brooklyn	Bushwick	40.69336	-73.9213	Private room	45	2	2	42902	0.08	1	0
18875740	Cozy Bedroom in the heart of Manhattan	11163128	A	Manhattan	Hell's Kitchen	40.76221	-73.98891	Private room	350	3	28	43454	1.11	1	76
8408695	15 MIN FROM MANHATTAN	10181589	Jodi	Queens	Sunnyside	40.74592	-73.92399	Entire home/apt	95	1	0			1	0
16179502	Charming room well located !!!!	13325936	Madi	Manhattan	East Harlem	40.79275	-73.94191	Private room	60	5	1	42737	0.03	1	0
585369	SOHO/VILLAGE CHARMING STUDIO	911596	Anna	Manhattan	Greenwich Village	40.72692	-73.99948	Entire home/apt	215	30	110	43557	1.3	1	332
6473307	Modern Mulberry St Room for 1 Female Guest	33817646	A	Manhattan	Little Italy	40.71864	-73.99753	Private room	85	2	79	43506	1.7	1	0
19673076	Modern and Private Duplex Apartment	2983089	Robert	Brooklyn	Carroll Gardens	40.68308	-73.9912	Entire home/apt	175	30	57	43652	2.74	1	84
18431566	Summer Sublet	38721832	Marissa	Manhattan	East Harlem	40.78908	-73.94216	Private room	35	1	0			1	0
32721564	2 Bedroom Apartment in Residential Neighborhood	90463984	Isabelle	Queens	Richmond Hill	40.70047	-73.84086	Entire home/apt	120	7	0			3	52
25804387	Private room by Prospect Park in Brooklyn	106783508	Gilford	Brooklyn	Flatbush	40.65374	-73.96104	Private room	35	60	0			1	0
18873598	Lovely one bedroom suite in midtown manhattan	120762452	Stanley	Manhattan	Murray Hill	40.74966	-73.97601	Entire home/apt	175	30	0			50	180
36444734	Sunny Upper West Side Apt. 3mins from Central Park	32987938	Alex	Manhattan	Upper West Side	40.77889	-73.97668	Entire home/apt	143	3	0			1	10
32697647	Spacious! 3 bed 2bath 5min JFK & Resorts Casino	199075581	Larry	Queens	Jamaica	40.67193	-73.77986	Entire home/apt	135	1	23	43648	8.52	1	121
8362098	Lovely 1.5 bed in South Park Slope	2128335	Julian	Brooklyn	Sunset Park	40.66198	-73.99785	Entire home/apt	69	5	9	42734	0.2	1	0
4699123	Huge Bdr in Loft in Williamsburg	11708876	Paloma	Brooklyn	Williamsburg	40.7114	-73.96293	Private room	90	1	0			1	0
3544828	PrivateRoom in Beautiful Brownstone	17224426	Jillian	Brooklyn	Bedford-Stuyvesant	40.68643	-73.92208	Private room	56	2	180	43467	3.04	1	0
13542521	Comfortable room in gay friendly apt in HK	77915011	Joshua	Manhattan	Hell's Kitchen	40.76806	-73.98672	Private room	100	2	1	42547	0.03	1	0
7914369	Charming 1 Bedroom Garden Apt!	2010157	Alex	Brooklyn	Bedford-Stuyvesant	40.68372	-73.91994	Entire home/apt	120	2	92	43649	2.02	1	54
19532164	N.Y.C. APPARTAMENTO LUMINOSO	8816087	Danilo	Manhattan	East Harlem	40.80168	-73.94399	Entire home/apt	176	2	0			2	0
13619296	Full Apt 2 Bedrooms in Brooklyn - 10min Manhattan	31651673	Mathieu	Brooklyn	Williamsburg	40.70876	-73.95125	Entire home/apt	150	2	0			3	0
25499011	NEW Wonderful private room near Two Bridges II	39528519	Max	Manhattan	Lower East Side	40.7107	-73.98759	Private room	91	15	0			28	184
2331148	Charming Sunny 1 Bedroom LES Apt!	3627104	Doria	Manhattan	Lower East Side	40.72171	-73.99053	Entire home/apt	180	5	13	43529	0.22	1	0
32108840	Boho Chic Apartment in the Heart of Brooklyn	7980041	Shirin	Brooklyn	Flatbush	40.64504	-73.9608	Entire home/apt	110	2	6	43646	1.5	1	17
2151558	COZY ROOM WITH STUNNING VIEW IN AN AUTHENTIC FLAT	2838861	Ryan	Brooklyn	Greenpoint	40.73107	-73.95712	Private room	60	30	10	43248	0.15	1	92
12227645	The beach - it's just across the street	54129736	Donna	Queens	Rockaway Beach	40.58341	-73.8165	Private room	88	2	32	42982	0.84	1	0
4987370	1 Bedroom in a Williamsburg Loft	25711730	Natsuki	Brooklyn	Williamsburg	40.7116	-73.96774	Shared room	85	1	0			1	0
11098018	Sunny private room in Bushwick	10199059	Manasvi	Brooklyn	Bushwick	40.69712	-73.93055	Private room	70	1	0			1	0
26939323	SUNNY ROOM 1 - SHORT RIDE TO MANHATTAN!	141362117	Julian And Michael	Brooklyn	Williamsburg	40.7076	-73.93426	Private room	67	2	32	43639	2.8	2	348
3928525	Stunning 2 bed 2bath Wall St. Luxury Apt	16101222	Andrew M.	Manhattan	Financial District	40.70563	-74.00878	Entire home/apt	275	3	9	43246	0.19	1	0
29152795	Hostel- Twin-sized Bed in Shared Room in Brooklyn	201813482	Nick	Brooklyn	Bushwick	40.70442	-73.91707	Shared room	25	4	27	43634	3.01	5	49
10000943	1 Bedroom in UWS Manhattan	6891770	Mido	Manhattan	Upper West Side	40.78239	-73.97581	Entire home/apt	199	2	10	42843	0.25	1	0
25976738	Beautiful 1 bedroom - 2 Blocks from Central Park	30801953	John	Manhattan	Upper West Side	40.77999	-73.97997	Entire home/apt	169	2	10	43628	0.78	1	0
30307336	Spacious & Luxurious Room near LGA and Manhattan	137358866	Kazuya	Queens	Woodside	40.74458	-73.90752	Private room	50	30	0			103	235
4173751	Lovely Apartment in Harlem West	9197440	Ana	Manhattan	Harlem	40.81619	-73.94003	Entire home/apt	99	3	5	42553	0.09	1	0
10978135	Midtown Manhattan East Large Studio Apatment	56754697	Liz	Manhattan	Midtown	40.75862	-73.96841	Entire home/apt	160	3	50	43618	1.23	1	4
34306554	Amazing room in heart of East Village	33036193	Clara	Manhattan	East Village	40.72693	-73.98374	Private room	100	3	0			2	52
21054012	Ashes Cove	48638439	Aston	Queens	Springfield Gardens	40.66013	-73.77166	Entire home/apt	200	3	23	43618	1.18	2	357
2748064	"Spacious 1 bedroom, prime location."	6055938	Al	Manhattan	Hell's Kitchen	40.7645	-73.99314	Entire home/apt	200	4	36	43624	0.57	1	248
33941416	Comfy Room in Williamsburg! Close to 3 subways!	256299491	Anthony	Brooklyn	Williamsburg	40.70445	-73.94491	Private room	75	4	5	43645	2.27	1	6
30155444	Cozy Room with private bathroom in Crown Heigths	226562416	Saireth	Brooklyn	East Flatbush	40.66093	-73.93893	Private room	69	1	18	43646	2.48	1	175
21590125	"Large & cozy room for holidays/New year in BK,NYC"	80227295	Emilia	Brooklyn	Gowanus	40.6723	-73.99214	Private room	40	7	1	43109	0.05	1	0
5286096	Amazing Studio-EmpireStateBuilding	3866196	Guillaume	Manhattan	Midtown	40.7461	-73.98632	Entire home/apt	281	1	3	42482	0.07	1	0
16964141	Staten island home not far from ferry to manhattan	113449748	Gloria	Staten Island	Randall Manor	40.63552	-74.12125	Private room	100	3	0			1	362
32740761	My place 4 u	181889371	David	Brooklyn	Sea Gate	40.57919	-74.00635	Entire home/apt	1315	10	0			1	0
35010022	New! Entire private luxury apt near 3 trains!	263760960	Bella	Brooklyn	Bushwick	40.69605	-73.92423	Entire home/apt	89	1	8	43647	5.58	1	305
27131137	New York City Apartment -minimum 30 day rental	49786789	Jp	Manhattan	Inwood	40.86945	-73.92123	Entire home/apt	106	30	1	43533	0.25	1	8
22301670	Charming One Bedroom In Cobble Hill	162456824	Marie	Brooklyn	Cobble Hill	40.68696	-73.99955	Entire home/apt	125	1	68	43639	3.65	2	142
34411020	Super Spacious room in Brooklyn	259427246	Nelly	Brooklyn	Bedford-Stuyvesant	40.6788	-73.92722	Private room	43	1	4	43626	2	3	343
19306475	Charming Brooklyn House on a Quiet Block	11688742	Holly	Brooklyn	Windsor Terrace	40.65193	-73.97743	Entire home/apt	300	3	1	43064	0.05	1	194
3662724	5144-Prime Doorman!78ST & Madison 	16098958	Jeremy & Laura	Manhattan	Upper East Side	40.77448	-73.96102	Entire home/apt	175	30	2	43615	0.06	96	281
32492910	JFK LUXURY BEDROOM # 2	244082709	Jfk	Queens	Springfield Gardens	40.65973	-73.77125	Private room	55	1	17	43641	3.92	7	161
28030637	Bedroom in a charming apartment near Prospect Park	8539550	Gabrielle	Brooklyn	Kensington	40.64349	-73.9738	Private room	60	3	20	43646	1.91	1	62
31599484	Entire apartment at the best part of Williamsburg!	16949541	Sebastian	Brooklyn	Williamsburg	40.7133	-73.96341	Entire home/apt	120	5	12	43626	3.5	2	107
28586482	Private room in 2 bdrm apt. Near Gateway Ctr. Mall	26585911	Shola	Brooklyn	East New York	40.66018	-73.86607	Private room	125	1	3	43562	0.31	1	281
752366	"Big, close to subway, 3 stops from the city"	3956850	Dana	Queens	Astoria	40.75583	-73.91839	Entire home/apt	89	3	17	43539	0.31	1	0
22083268	"tiny, tiny room in Bushwick"	16856181	David	Brooklyn	Bushwick	40.68958	-73.91393	Private room	30	7	3	43469	0.15	1	0
23378076	An Oasis in Manhattan	174263749	Shopper	Manhattan	Washington Heights	40.84442	-73.94039	Private room	115	6	2	43405	0.22	3	90
5419405	Cozy 1BR with Backyard	1020326	Michael & Andrea	Brooklyn	Carroll Gardens	40.67757	-73.99617	Entire home/apt	150	7	1	42219	0.02	1	0
2407196	"Harlem 1 BR, Private Master Bath"	5905011	Annette	Manhattan	Harlem	40.81904	-73.94325	Private room	98	2	182	43639	2.85	1	312
35005877	Sonder | 21 Chelsea | Sophisticated 1BR + Rooftop	219517861	Sonder (NYC)	Manhattan	Chelsea	40.74295	-73.99521	Entire home/apt	277	29	0			327	311
408491	Charming West Village One Bedroom	2034361	Marshall	Manhattan	Greenwich Village	40.73448	-73.99797	Entire home/apt	145	5	0			1	0
8973873	Sunny Loft in Clinton Hill	11458977	Robin	Brooklyn	Clinton Hill	40.68699	-73.9639	Entire home/apt	120	3	88	43642	2.04	1	49
36278924	"Clean & Spacious 2 BR in DwnTwn NYC, Walk to UNSQ!"	272856249	Alex	Manhattan	Gramercy	40.73258	-73.9819	Entire home/apt	300	10	0			1	33
13889399	Great 3 Bedroom Apt  Near Manhatthen	75919970	Scott	Queens	Ditmars Steinway	40.77415	-73.91695	Entire home/apt	125	1	1	42576	0.03	1	0
1222563	"Renovated, Residential Space"	3475005	Yolanda	Queens	Queens Village	40.70382	-73.73955	Entire home/apt	84	2	172	43643	2.32	2	345
13315967	Authentic Industrial Loft with 35ft ceilings.	75275467	Yaron	Bronx	Port Morris	40.80884	-73.9302	Entire home/apt	139	2	28	43613	0.8	4	131
26916746	Brooklyn Home	193502084	Linda	Brooklyn	Borough Park	40.63886	-74.00391	Private room	40	1	26	43544	2.29	8	0
19767924	"Charming 1 bedroom, Great Location LES/Chinatown"	139127299	Switch	Manhattan	Chinatown	40.71609	-73.99204	Entire home/apt	198	10	4	43409	0.19	1	0
30407308	La Greka	109843377	Rubi	Brooklyn	Bedford-Stuyvesant	40.67992	-73.90943	Private room	60	14	0			2	156
26450823	Sonder | Hanover Square | Airy 1BR + Rooftop	12243051	Sonder	Manhattan	Financial District	40.70506	-74.0079	Entire home/apt	185	29	1	43374	0.11	96	220
17074757	Ready!	22042865	Martha	Queens	Astoria	40.75678	-73.91644	Private room	50	3	1	43643	1	1	341
19240332	Gorgeous Centrally Located Manhattan Apartment	133547094	Jena	Manhattan	Murray Hill	40.74808	-73.98172	Entire home/apt	200	5	10	43649	1.41	1	52
27606720	Serene Bedroom & Boudoir in Design Loft	16356851	Sophia	Brooklyn	Greenpoint	40.73439	-73.95839	Private room	120	5	8	43629	0.79	2	179
17764691	UWS Studio Apt (Between Columbus & Amsterdam Ave)	120951063	Roxanne	Manhattan	Upper West Side	40.78549	-73.97664	Entire home/apt	97	3	4	42841	0.14	1	0
18196956	Beautiful 1 BR 1 Bath in Boerum Hill Brooklyn	3859890	Aditi	Brooklyn	Boerum Hill	40.6891	-73.9874	Private room	53	1	10	43545	0.38	1	0
34183825	Sonder | The Biltmore | Spacious 1BR + Kitchen	219517861	Sonder (NYC)	Manhattan	Theater District	40.75942	-73.98727	Entire home/apt	699	29	0			327	332
33367718	Entire Floor In Landmarked Building	706037	Alex	Brooklyn	Greenpoint	40.72988	-73.95789	Entire home/apt	210	10	0			1	83
19788957	Private room in Bedford / Williamsburg	104892816	Stanislas	Brooklyn	Williamsburg	40.71248	-73.95815	Private room	70	3	1	42954	0.04	1	0
29631258	Bedroom with private access to patio	23788168	Jonathan	Brooklyn	Bedford-Stuyvesant	40.68522	-73.93711	Private room	45	10	8	43639	0.96	1	61
34316984	Lavidaloca plc	219548549	Kennedy	Brooklyn	Crown Heights	40.66996	-73.92264	Private room	99	1	3	43646	1.34	2	365
874706	Fully Updated Modern 1 Bedroom Apartment	4616773	Joan	Brooklyn	Kensington	40.64534	-73.97189	Entire home/apt	95	3	154	43647	2	1	310
35595716	Our slice of the Big Apple - good for large groups	266569093	Irma	Manhattan	Midtown	40.75519	-73.97011	Entire home/apt	800	30	0			1	266
34256514	[Special Price] Have a nice trip with my room!	69339916	Luke	Manhattan	Harlem	40.8125	-73.95305	Private room	70	1	3	43637	2.57	1	71
23100862	Heaven On Earth	142447586	Winnie & Andy	Bronx	Williamsbridge	40.88049	-73.8613	Private room	41	3	1	43142	0.06	4	0
14703733	Gorgeous Brooklyn Studio Apartment	56279680	Abe	Brooklyn	Prospect-Lefferts Gardens	40.66349	-73.94222	Entire home/apt	80	28	9	43583	0.26	1	219
54453	MIDTOWN WEST - Large alcove studio	255583	Anka	Manhattan	Hell's Kitchen	40.76548	-73.98474	Shared room	105	6	10	41646	0.09	1	363
14367644	"Williamsburg Loft, Brooklyn, New York"	70739054	Ariel	Brooklyn	Williamsburg	40.71144	-73.96795	Entire home/apt	170	3	87	43641	2.48	1	32
21926117	Spacious 1-bedroom flat in LES	42135378	Stavros	Manhattan	Chinatown	40.71601	-73.99171	Entire home/apt	130	4	2	43199	0.1	1	0
22570793	Large Room in Quiet Apartment close to Subway	133926727	Victor	Manhattan	Harlem	40.82243	-73.94053	Private room	70	1	3	43163	0.18	2	0
35168463	Grace and Peace	264862581	Dianne	Queens	Rosedale	40.68205	-73.72581	Private room	75	1	2	43646	2	3	90
302758	Sunny 1BR East Harlem Apartment	8605	Dimitry	Manhattan	East Harlem	40.7968	-73.93611	Entire home/apt	150	7	12	42455	0.14	1	0
25997748	Studio Deluxe	57257950	Franklin	Brooklyn	Greenpoint	40.73409	-73.95752	Entire home/apt	349	1	0			4	214
14479761	Charming Studio in Astoria	5760525	Michael	Queens	Long Island City	40.76266	-73.92773	Entire home/apt	105	2	51	43639	1.48	1	208
7600297	Midcentury Inspired Plantlovers Apt	7399447	Lee And Kara	Brooklyn	Williamsburg	40.71163	-73.95186	Entire home/apt	250	7	33	42749	0.7	1	0
16148973	"Sun-drenched, Lux, village studio"	28804489	Bobbi	Manhattan	East Village	40.73121	-73.98693	Entire home/apt	220	5	46	43647	1.81	1	92
8386220	Yankee Stadium Lavished Bedroom	2422554	Brais	Bronx	Highbridge	40.83746	-73.92268	Private room	59	4	51	42790	1.11	2	0
30392806	"Mod Tribeca 1BR w/ Gym, Doorman + Rooftop garden by Blueground"	107434423	Blueground	Manhattan	Tribeca	40.71295	-74.00906	Entire home/apt	278	30	0			232	330
7697425	Private room in Williamsburg loft	40428881	Miles	Brooklyn	Williamsburg	40.71119	-73.96471	Private room	99	3	1	42303	0.02	1	0
24000030	"Private studio in East Village, affordable price"	64892392	Valentine	Manhattan	East Village	40.72921	-73.98629	Entire home/apt	95	3	5	43465	0.37	1	5
28735958	Modern Luxury Apartment with Washer & Dryer	2207585	David	Manhattan	Financial District	40.70565	-74.00666	Entire home/apt	139	20	0			1	0
16113842	Private room on Lovely block in Greenpoint	3842134	Dawn	Brooklyn	Greenpoint	40.72641	-73.94657	Private room	59	20	7	43583	0.27	3	342
2305025	"Big, Sunny Bedroom, right by subway!"	7714918	Carrie-Anne	Brooklyn	Bushwick	40.70544	-73.92192	Private room	49	4	4	42074	0.07	2	8
26223279	和缘浪漫民宿	153018041	Feng	Queens	Flushing	40.75651	-73.80455	Private room	50	1	17	43519	1.34	2	0
4524289	Private room in South Slope	2138902	Asher	Brooklyn	Gowanus	40.66694	-73.99299	Private room	90	1	0			1	0
15927523	Newly renovated ground floor apt in Williamsburg	103349564	Jennifer	Brooklyn	Williamsburg	40.71463	-73.96474	Entire home/apt	250	2	53	43652	1.68	1	2
24265177	Bright Renewed Apartment 1 minute from A express train	182945752	Carol&Emerson	Manhattan	Washington Heights	40.84104	-73.93838	Private room	55	2	71	43652	4.89	1	135
5598465	1 BR Bohemian Oasis in Astoria	18941320	Alexandra	Queens	Astoria	40.76327	-73.92457	Entire home/apt	105	1	7	43030	0.14	1	0
19505573	Charming Room Gowanus	23755490	Ronnie	Brooklyn	Gowanus	40.68115	-73.98876	Private room	75	30	0			1	0
5873714	East Village -  Beautiful 1 Bedroom	30500226	Majeed	Manhattan	East Village	40.73182	-73.9845	Private room	195	5	19	42702	0.37	1	178
32071927	"Sunny, Private Bedroom in ♥ of Downtown (SOHO/LES)"	41869388	Emily	Manhattan	Nolita	40.72233	-73.99334	Private room	85	2	20	43637	4.29	1	5
34706742	Cozy bedroom in East Village apt!	14253187	Gabi	Manhattan	Gramercy	40.73283	-73.98228	Private room	65	1	4	43624	2.35	1	104
29570523	MyLittlePlace	222626145	Niko	Queens	Kew Gardens Hills	40.72292	-73.81635	Entire home/apt	90	1	19	43633	2.42	1	26
3395398	Cozy BR in heart of Manhattan (Hell's Kitchen)	17130866	Thomas	Manhattan	Hell's Kitchen	40.76496	-73.99073	Private room	99	3	10	43296	0.58	1	0
32964403	Private Apt (2 Bedrooms includes 1 Bath & Kitchen)	67132329	Brian	Manhattan	Two Bridges	40.71253	-73.99599	Private room	145	3	19	43648	5.43	1	42
33797564	SUNNY SUMMER SUBLET	73049484	Kumru	Brooklyn	Crown Heights	40.66623	-73.92874	Entire home/apt	100	50	0			2	225
27985235	Large Lux Apt with Amazing NYC Views - Location!	128447	Raul	Manhattan	Kips Bay	40.74371	-73.97946	Entire home/apt	200	3	3	43466	0.28	2	13
13740704	"Cozy,budget friendly, cable inc, private entrance!"	20583125	Michel	Brooklyn	Flatlands	40.63222	-73.93398	Private room	45	8	10	43446	0.7	1	85
33926074	Cozy Artist's Haven Brooklyn Apartment	83615522	Constance	Brooklyn	Crown Heights	40.66681	-73.9549	Private room	45	2	4	43645	2.26	1	10
6528046	Immaculate Gramercy One-Bedroom	34142649	Joseph	Manhattan	Gramercy	40.73742	-73.98052	Entire home/apt	249	2	0			1	0
29473324	Huge Light Filled 1BDR Loft - Modern + Minimalist	586840	Sarah	Brooklyn	Bedford-Stuyvesant	40.69105	-73.95882	Entire home/apt	130	4	3	43612	0.4	1	5
3093616	Quite 2 bedroom apt. in Brooklyn	15733420	Marcus	Brooklyn	Bedford-Stuyvesant	40.69205	-73.93144	Entire home/apt	140	4	64	43645	1.38	2	315
14666364	Stylish 1 BD in Garment District	24898836	Trevor	Manhattan	Hell's Kitchen	40.75483	-73.99468	Entire home/apt	160	3	21	43640	0.6	1	3
20814478	New York Experience	37038571	Haniel	Manhattan	Upper West Side	40.79796	-73.97255	Entire home/apt	250	2	1	43017	0.05	1	0
22085782	Large luxury apartment in Tribeca	107955341	Michelle	Manhattan	Tribeca	40.71503	-74.00702	Entire home/apt	400	2	5	43591	0.39	1	0
33830393	Newly Renovated Private Bedroom Near Columbia U!	238321374	Eyal	Manhattan	Upper West Side	40.79812	-73.96082	Private room	60	30	0			32	341
28084157	Couple room w/attached bath. In heart of Flushing	205745676	Liqin	Queens	Flushing	40.75746	-73.82013	Private room	89	1	28	43653	2.78	9	346
6718383	Home 4 Medical Professionals-Kngbr1	26377263	Stat	Brooklyn	East Flatbush	40.66058	-73.93383	Private room	43	30	1	42336	0.02	43	347
973128	Pretty One Bed in Brooklyn Heights	434473	Patricia	Brooklyn	Brooklyn Heights	40.69224	-73.99638	Entire home/apt	150	30	48	42685	0.63	1	0
4576821	"Charming apt. in Brooklyn, New York"	4362140	María	Brooklyn	Bedford-Stuyvesant	40.68798	-73.95678	Entire home/apt	140	3	11	42269	0.2	1	0
33901138	Location! Room in Bklyn 10 minutes to Manhattan B3	188015014	Bela & Gui	Brooklyn	Bedford-Stuyvesant	40.69765	-73.94715	Private room	81	2	10	43651	4.17	6	121
6054194	"Bright, Clean 1 Bd 2 Blks to Trains"	2568690	Collin	Queens	Astoria	40.75673	-73.9253	Entire home/apt	125	3	3	42166	0.06	1	0
7675994	Prime location and room for 1	844862	Cj	Manhattan	East Village	40.73107	-73.98213	Private room	100	2	14	43612	0.3	2	342
28718812	One bed room apartment	214610799	Antonio	Manhattan	East Harlem	40.79695	-73.9356	Entire home/apt	275	2	2	43372	0.21	1	7
21801520	"Private, Cozy Manhattan Bedroom"	5742326	Dina	Manhattan	Harlem	40.8217	-73.95336	Private room	48	1	1	43070	0.05	1	0
34644152	Home sweet Home	152246149	Catherine	Bronx	Throgs Neck	40.83123	-73.82784	Private room	60	1	2	43640	1.71	5	180
8668701	Centrally Located Park Slope Duplex	11540159	Summer	Brooklyn	Park Slope	40.67376	-73.98195	Entire home/apt	70	5	4	43334	0.26	2	0
34483425	Steps to Times Square	260425153	Park Lane	Manhattan	Midtown	40.76443	-73.97588	Private room	350	1	2	43646	2	14	365
13624873	East Village Cottage	2010460	Thaya	Manhattan	East Village	40.72544	-73.9899	Private room	80	2	31	43646	0.94	1	28
23213107	NYCTH Master Room	172640229	Jirapong	Queens	Woodside	40.74301	-73.8954	Private room	46	1	2	43577	0.16	1	96
21787094	Spacious and Bright Midtown East Apartment	415290		Manhattan	Upper East Side	40.76436	-73.96836	Entire home/apt	325	1	0			1	0
12812577	Superhost-Pristine 4 Bed Legal Townhouse Midtown 1	69852641	Lisa	Manhattan	Hell's Kitchen	40.763	-73.98642	Entire home/apt	1000	2	23	43625	0.7	3	240
35249458	Light-filled comfortable entire apartment	264809787	Kurt	Bronx	Concourse Village	40.82778	-73.91516	Entire home/apt	75	3	2	43637	2	1	253
3098703	At home in Historic Harlem	9716281	Sarah	Manhattan	Harlem	40.80399	-73.94665	Private room	100	250	91	43322	1.47	1	138
21081975	Perfect Chanukah apartment for the whole crew!	15692021	Alexandra	Brooklyn	Crown Heights	40.6696	-73.94253	Entire home/apt	400	11	1	43023	0.05	1	0
8192443	#NAME?	31304940	John	Brooklyn	Williamsburg	40.71596	-73.96215	Private room	60	2	106	43639	2.29	8	104
22945122	Private Room for short stay in a house.	44695225	Franncis	Queens	Queens Village	40.70843	-73.75018	Private room	38	7	0			1	0
15494968	Inviting Photographer's Loft in Tribeca	728477	Peter	Manhattan	Tribeca	40.72274	-74.00807	Entire home/apt	375	5	3	43629	0.33	1	296
25350875	String lights home 1 min to subway	7772526	Ting Yi	Brooklyn	Bushwick	40.68669	-73.91573	Entire home/apt	140	3	14	43628	1.05	2	229
34491611	Spacious 450 sq ft King Room near Times Square	261750091	The Michelangelo	Manhattan	Theater District	40.76097	-73.98181	Private room	100	1	2	43653	2	7	0
17376200	Nice clean room in Brooklyn	42864513	Bradford	Brooklyn	Bedford-Stuyvesant	40.68469	-73.9375	Private room	65	5	69	43629	2.4	1	104
2201581	Sunny Brooklyn Home	11231506	Reid	Brooklyn	Bedford-Stuyvesant	40.69587	-73.94037	Entire home/apt	85	4	9	43619	0.22	1	1
33342901	Beautiful room in spacious Ft. Greene split level	8993896	Julie	Brooklyn	Fort Greene	40.68887	-73.97021	Private room	72	1	8	43639	3.93	2	0
21312075	Hillside Hotel	134184451	Hillside Hotel	Queens	Jamaica	40.70333	-73.8138	Private room	135	1	0			18	365
16932674	Cozy bedroom in Bushwick Brooklyn!	29464755	Rebecca	Brooklyn	Bushwick	40.6978	-73.91677	Private room	40	3	34	43028	1.16	1	0
24912129	Fabulous mid century modern apt in Williamsburg	4407432	Antoinette	Brooklyn	Williamsburg	40.72163	-73.95465	Entire home/apt	225	2	9	43626	0.66	1	120
17476768	AWESOME LOCATION STEPS TO L TRAIN !	118378908	Jose	Brooklyn	Williamsburg	40.71354	-73.95011	Private room	45	28	19	43616	0.72	6	297
51572	Prime Location in Manhattan	237329	Lee	Manhattan	Chelsea	40.74859	-73.99671	Private room	123	1	375	43634	3.52	1	328
35934299	Penthouse large 1 BR with huge terrace (7C)	202757964	Mayan	Brooklyn	Williamsburg	40.71792	-73.96266	Entire home/apt	195	30	0			6	200
31801816	Sparkling Clean BR in Unbeatable Location 웃	238324936	Marcel	Manhattan	Hell's Kitchen	40.76463	-73.98772	Private room	150	1	3	43531	0.56	3	152
812057	DEBBIE'S COZY RETREAT	4065620	Debbie	Brooklyn	Bedford-Stuyvesant	40.68509	-73.93854	Entire home/apt	215	3	1	41275	0.01	2	300
19141662	Brand New shared room in CoLiving (M and L trains)	133802988	Sergii	Queens	Ridgewood	40.7033	-73.90812	Shared room	30	30	2	43086	0.08	6	365
32006626	Blue House on the Hill	222386455	Herman	Brooklyn	Cypress Hills	40.68099	-73.89264	Entire home/apt	165	2	18	43647	3.78	1	61
2509093	Private Room in WILLIAMSBURG	3034421	Heather	Brooklyn	Williamsburg	40.71683	-73.95623	Private room	110	1	38	43212	0.63	1	157
13126457	Unique 2BR Apartment	31483931	Nick	Queens	Long Island City	40.74226	-73.94999	Entire home/apt	151	2	87	43651	2.3	1	17
34517087	Large Queen Room Near Flatiron Building & Union Sq	260577152	Royalton Park Avenue	Manhattan	Midtown	40.74365	-73.98717	Private room	350	1	0			10	363
5491149	Located in the heart of EVERYTHING!	59185	Gabriela	Manhattan	Upper East Side	40.76272	-73.96775	Entire home/apt	169	3	76	43449	1.48	1	126
